"Job","Clocked In","Clocked Out","Duration","Comment","Tags","Breaks","Adjustments","TotalTimeAdjustment","TotalEarningsAdjustment"
"Code With Andrea","15/07/2019 15:00","15/07/2019 16:20","1.33","","Flutter Firebase Course","","","",""
"Code With Andrea","15/07/2019 23:30","16/07/2019 00:00","0.5","","Community engagement","","","",""
"Code With Andrea","16/07/2019 08:35","16/07/2019 11:15","2.67","","YouTube Production","","","",""
"Code With Andrea","16/07/2019 13:00","16/07/2019 13:30","0.5","","Development","","","",""
"Code With Andrea","16/07/2019 13:30","16/07/2019 15:05","1.58","","Flutter Firebase Course","","","",""
"Code With Andrea","16/07/2019 15:40","16/07/2019 17:05","1.42","","YouTube Production","","","",""
"Code With Andrea","17/07/2019 16:00","17/07/2019 17:00","1","","Blogging","","","",""
"Code With Andrea","18/07/2019 09:05","18/07/2019 10:25","1.33","","YouTube Production","","","",""
"Code With Andrea","18/07/2019 10:30","18/07/2019 11:00","0.5","","Development","","","",""
"Code With Andrea","18/07/2019 11:00","18/07/2019 11:30","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","18/07/2019 13:55","18/07/2019 14:15","0.33","","Community engagement","","","",""
"Code With Andrea","18/07/2019 14:15","18/07/2019 15:45","1.5","","Flutter Firebase Course","","","",""
"Code With Andrea","18/07/2019 15:45","18/07/2019 16:05","0.33","","YouTube Production","","","",""
"Code With Andrea","18/07/2019 16:10","18/07/2019 17:00","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","19/07/2019 06:15","19/07/2019 07:30","1.25","","Blogging","","","",""
"Code With Andrea","19/07/2019 09:00","19/07/2019 10:00","1","","YouTube Production","","","",""
"Code With Andrea","19/07/2019 10:00","19/07/2019 12:10","2.17","","Flutter Firebase Course","","","",""
"Code With Andrea","19/07/2019 13:00","19/07/2019 14:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","19/07/2019 14:10","19/07/2019 14:30","0.33","","Blogging","","","",""
"Code With Andrea","21/07/2019 21:05","21/07/2019 21:55","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","22/07/2019 07:30","22/07/2019 08:10","0.67","","Blogging","","","",""
"Code With Andrea","22/07/2019 10:00","22/07/2019 11:10","1.17","","Promotion","","","",""
"Code With Andrea","22/07/2019 11:30","22/07/2019 12:10","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","22/07/2019 15:00","22/07/2019 17:00","2","","Flutter Firebase Course","","","",""
"Code With Andrea","22/07/2019 21:50","22/07/2019 23:00","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","23/07/2019 07:30","23/07/2019 08:05","0.58","","Flutter Firebase Course","","","",""
"Code With Andrea","23/07/2019 10:45","23/07/2019 11:45","1","","","","","",""
"Code With Andrea","23/07/2019 13:30","23/07/2019 14:40","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","23/07/2019 15:50","23/07/2019 16:20","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","27/07/2019 13:45","27/07/2019 14:45","1","","Community engagement","","","",""
"Code With Andrea","27/07/2019 14:45","27/07/2019 15:00","0.25","","Flutter Firebase Course","","","",""
"Code With Andrea","27/07/2019 21:00","27/07/2019 21:40","0.67","","Community engagement","","","",""
"Code With Andrea","28/07/2019 09:30","28/07/2019 11:15","1.75","","Development","","","",""
"Code With Andrea","28/07/2019 20:45","28/07/2019 21:25","0.67","","Development","","","",""
"Code With Andrea","29/07/2019 08:45","29/07/2019 09:35","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","29/07/2019 09:35","29/07/2019 11:00","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","29/07/2019 13:35","29/07/2019 15:50","2.25","","Flutter Firebase Course","","","",""
"Code With Andrea","29/07/2019 16:00","29/07/2019 17:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","29/07/2019 21:15","29/07/2019 22:20","1.08","","Development","","","",""
"Code With Andrea","30/07/2019 20:50","30/07/2019 21:30","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","31/07/2019 08:15","31/07/2019 08:30","0.25","","Community engagement","","","",""
"Code With Andrea","31/07/2019 08:30","31/07/2019 12:15","3.75","","Flutter Firebase Course","","","",""
"Code With Andrea","31/07/2019 13:15","31/07/2019 14:50","1.58","","Flutter Firebase Course","","","",""
"Code With Andrea","31/07/2019 14:55","31/07/2019 17:00","2.08","","Flutter Firebase Course","","","",""
"Code With Andrea","31/07/2019 21:00","31/07/2019 22:05","1.08","","Development","","","",""
"Code With Andrea","01/08/2019 08:30","01/08/2019 08:50","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","01/08/2019 14:15","01/08/2019 14:35","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","01/08/2019 14:45","01/08/2019 16:25","1.67","","Development","","","",""
"Code With Andrea","01/08/2019 21:00","01/08/2019 22:15","1.25","","Development","","","",""
"Code With Andrea","02/08/2019 21:00","02/08/2019 22:00","1","","Development","","","",""
"Code With Andrea","03/08/2019 06:45","03/08/2019 08:00","1.25","","","","","",""
"Code With Andrea","03/08/2019 09:00","03/08/2019 09:30","0.5","","Development","","","",""
"Code With Andrea","03/08/2019 20:45","03/08/2019 21:10","0.42","","Development","","","",""
"Code With Andrea","04/08/2019 17:40","04/08/2019 18:25","0.75","","Development","","","",""
"Code With Andrea","05/08/2019 08:30","05/08/2019 08:45","0.25","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 08:45","05/08/2019 10:50","2.08","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 11:20","05/08/2019 12:25","1.08","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 12:55","05/08/2019 14:05","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 14:15","05/08/2019 14:35","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 14:50","05/08/2019 15:55","1.08","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 16:00","05/08/2019 16:55","0.92","","Flutter Firebase Course","","","",""
"Code With Andrea","05/08/2019 21:00","05/08/2019 22:20","1.33","","Development","","","",""
"Code With Andrea","06/08/2019 07:30","06/08/2019 08:20","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","06/08/2019 09:35","06/08/2019 10:40","1.08","","Flutter Firebase Course","","","",""
"Code With Andrea","06/08/2019 10:40","06/08/2019 11:20","0.67","","Development","","","",""
"Code With Andrea","06/08/2019 13:30","06/08/2019 14:30","1","","Flutter Firebase Course","","","",""
"Code With Andrea","06/08/2019 14:40","06/08/2019 16:20","1.67","","Flutter Firebase Course","","","",""
"Code With Andrea","06/08/2019 17:40","06/08/2019 17:55","0.25","","","","","",""
"Code With Andrea","07/08/2019 21:00","07/08/2019 22:00","1","","Community engagement","","","",""
"Code With Andrea","08/08/2019 07:45","08/08/2019 08:05","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","08/08/2019 08:20","08/08/2019 11:25","3.08","","Flutter Firebase Course","","","",""
"Code With Andrea","08/08/2019 12:00","08/08/2019 12:40","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","08/08/2019 14:00","08/08/2019 15:40","1.67","","Development","","","",""
"Code With Andrea","08/08/2019 17:00","08/08/2019 18:00","1","","Community engagement","","","",""
"Code With Andrea","09/08/2019 09:00","09/08/2019 10:15","1.25","","Development","","","",""
"Code With Andrea","09/08/2019 10:15","09/08/2019 12:30","2.25","","YouTube Production","","","",""
"Code With Andrea","09/08/2019 13:05","09/08/2019 14:40","1.58","","YouTube Production","","","",""
"Code With Andrea","09/08/2019 14:40","09/08/2019 15:55","1.25","","YouTube Production","","","",""
"Code With Andrea","09/08/2019 16:05","09/08/2019 16:45","0.67","","Promotion","","","",""
"Code With Andrea","11/08/2019 20:25","11/08/2019 20:35","0.17","","YouTube Production","","","",""
"Code With Andrea","12/08/2019 10:35","12/08/2019 11:10","0.58","","Promotion","","","",""
"Code With Andrea","12/08/2019 11:20","12/08/2019 12:45","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","12/08/2019 13:40","12/08/2019 16:30","2.83","","Development","","","",""
"Code With Andrea","12/08/2019 16:30","12/08/2019 17:05","0.58","","Flutter Firebase Course","","","",""
"Code With Andrea","13/08/2019 08:35","13/08/2019 10:00","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","13/08/2019 10:00","13/08/2019 10:55","0.92","","Flutter Firebase Course","","","",""
"Code With Andrea","13/08/2019 12:45","13/08/2019 14:50","2.08","","Flutter Firebase Course","","","",""
"Code With Andrea","13/08/2019 15:05","13/08/2019 16:15","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","13/08/2019 20:50","13/08/2019 21:20","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","14/08/2019 08:25","14/08/2019 09:50","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","14/08/2019 10:05","14/08/2019 10:50","0.75","","Flutter Firebase Course","","","",""
"Code With Andrea","14/08/2019 11:05","14/08/2019 12:25","1.33","","Flutter Firebase Course","","","",""
"Code With Andrea","14/08/2019 13:45","14/08/2019 14:15","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","14/08/2019 15:40","14/08/2019 16:50","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","15/08/2019 10:00","15/08/2019 12:25","2.42","","Flutter Firebase Course","","","",""
"Code With Andrea","15/08/2019 16:30","15/08/2019 17:55","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","15/08/2019 21:00","15/08/2019 22:10","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","16/08/2019 10:45","16/08/2019 12:40","1.92","","Flutter Firebase Course","","","",""
"Code With Andrea","16/08/2019 13:35","16/08/2019 15:10","1.58","","Flutter Firebase Course","","","",""
"Code With Andrea","16/08/2019 15:15","16/08/2019 15:45","0.5","","Development","","","",""
"Code With Andrea","16/08/2019 15:30","16/08/2019 16:30","1","","Flutter Firebase Course","","","",""
"Code With Andrea","16/08/2019 21:10","16/08/2019 21:35","0.42","","Development","","","",""
"Code With Andrea","17/08/2019 17:20","17/08/2019 18:05","0.75","","Development","","","",""
"Code With Andrea","17/08/2019 18:05","17/08/2019 18:20","0.25","","Community engagement","","","",""
"Code With Andrea","17/08/2019 21:00","17/08/2019 21:25","0.42","","Flutter Firebase Course","","","",""
"Code With Andrea","17/08/2019 22:15","17/08/2019 22:40","0.42","","Community engagement","","","",""
"Code With Andrea","18/08/2019 17:40","18/08/2019 18:10","0.5","","Community engagement","","","",""
"Code With Andrea","19/08/2019 08:45","19/08/2019 12:10","3.42","","Flutter Firebase Course","","","",""
"Code With Andrea","19/08/2019 13:35","19/08/2019 15:40","2.08","","Flutter Firebase Course","","","",""
"Code With Andrea","19/08/2019 15:50","19/08/2019 16:50","1","","Flutter Firebase Course","","","",""
"Code With Andrea","20/08/2019 08:25","20/08/2019 12:00","3.58","","Flutter Firebase Course","","","",""
"Code With Andrea","20/08/2019 12:40","20/08/2019 14:30","1.83","","Flutter Firebase Course","","","",""
"Code With Andrea","20/08/2019 14:40","20/08/2019 15:20","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","20/08/2019 21:50","20/08/2019 22:00","0.17","","Community engagement","","","",""
"Code With Andrea","20/08/2019 22:00","20/08/2019 23:05","1.08","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 07:50","21/08/2019 08:35","0.75","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 09:00","21/08/2019 12:20","3.33","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 13:00","21/08/2019 14:05","1.08","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 14:05","21/08/2019 16:00","1.92","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 16:00","21/08/2019 17:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","21/08/2019 21:10","21/08/2019 22:25","1.25","","Development","","","",""
"Code With Andrea","22/08/2019 06:30","22/08/2019 08:05","1.58","","Flutter Firebase Course","","","",""
"Code With Andrea","22/08/2019 09:00","22/08/2019 12:15","3.25","","Flutter Firebase Course","","","",""
"Code With Andrea","22/08/2019 12:50","22/08/2019 14:00","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","22/08/2019 16:10","22/08/2019 17:30","1.33","","Community engagement","","","",""
"Code With Andrea","22/08/2019 17:30","22/08/2019 17:55","0.42","","","","","",""
"Code With Andrea","23/08/2019 09:05","23/08/2019 11:50","2.75","","Website / Setup","","","",""
"Code With Andrea","28/08/2019 22:00","28/08/2019 22:30","0.5","","","","","",""
"Code With Andrea","29/08/2019 07:30","29/08/2019 08:00","0.5","","Promotion","","","",""
"Code With Andrea","30/08/2019 21:00","30/08/2019 22:00","1","","Promotion","","","",""
"Code With Andrea","01/09/2019 22:00","01/09/2019 22:30","0.5","","Community engagement","","","",""
"Code With Andrea","01/09/2019 22:30","01/09/2019 22:45","0.25","","Promotion","","","",""
"Code With Andrea","04/09/2019 14:40","04/09/2019 15:50","1.17","","Promotion","","","",""
"Code With Andrea","04/09/2019 15:50","04/09/2019 16:50","1","","Promotion","","","",""
"Code With Andrea","04/09/2019 21:00","04/09/2019 21:30","0.5","","Community engagement","","","",""
"Code With Andrea","05/09/2019 06:30","05/09/2019 07:00","0.5","","Promotion","","","",""
"Code With Andrea","05/09/2019 10:30","05/09/2019 11:15","0.75","","","","","",""
"Code With Andrea","05/09/2019 16:05","05/09/2019 16:50","0.75","","","","","",""
"Code With Andrea","06/09/2019 07:05","06/09/2019 07:45","0.67","","Development","","","",""
"Code With Andrea","06/09/2019 08:30","06/09/2019 10:30","2","","YouTube Production","","","",""
"Code With Andrea","06/09/2019 11:15","06/09/2019 12:25","1.17","","Development","","","",""
"Code With Andrea","06/09/2019 17:00","06/09/2019 18:45","1.75","","Development","","","",""
"Code With Andrea","07/09/2019 11:15","07/09/2019 11:45","0.5","","","","","",""
"Code With Andrea","08/09/2019 20:15","08/09/2019 21:30","1.25","","Community engagement","","","",""
"Code With Andrea","09/09/2019 08:50","09/09/2019 10:35","1.75","","Promotion","","","",""
"Code With Andrea","09/09/2019 10:40","09/09/2019 11:15","0.58","","Community engagement","","","",""
"Code With Andrea","09/09/2019 11:15","09/09/2019 12:40","1.42","","Promotion","","","",""
"Code With Andrea","09/09/2019 13:40","09/09/2019 16:55","3.25","","Promotion","","","",""
"Code With Andrea","10/09/2019 08:55","10/09/2019 09:35","0.67","","Community engagement","","","",""
"Code With Andrea","10/09/2019 14:00","10/09/2019 14:30","0.5","","Community engagement","","","",""
"Code With Andrea","10/09/2019 14:30","10/09/2019 15:20","0.83","","Website / Setup","","","",""
"Code With Andrea","10/09/2019 15:25","10/09/2019 15:40","0.25","","Promotion","","","",""
"Code With Andrea","11/09/2019 09:05","11/09/2019 09:25","0.33","","","","","",""
"Code With Andrea","11/09/2019 09:25","11/09/2019 09:45","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","11/09/2019 09:45","11/09/2019 10:20","0.58","","","","","",""
"Code With Andrea","11/09/2019 10:20","11/09/2019 13:15","2.92","","Flutter Firebase Course","","","",""
"Code With Andrea","11/09/2019 15:35","11/09/2019 17:35","2","","Flutter Firebase Course","","","",""
"Code With Andrea","11/09/2019 17:35","11/09/2019 17:55","0.33","","","","","",""
"Code With Andrea","11/09/2019 21:35","11/09/2019 21:55","0.33","","Community engagement","","","",""
"Code With Andrea","12/09/2019 08:45","12/09/2019 11:25","2.67","","Flutter Firebase Course","","","",""
"Code With Andrea","12/09/2019 11:25","12/09/2019 12:20","0.92","","Flutter Firebase Course","","","",""
"Code With Andrea","12/09/2019 13:25","12/09/2019 14:55","1.5","","Flutter Firebase Course","","","",""
"Code With Andrea","12/09/2019 14:55","12/09/2019 15:15","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","12/09/2019 20:45","12/09/2019 21:15","0.5","","Community engagement","","","",""
"Code With Andrea","13/09/2019 09:00","13/09/2019 13:10","4.17","","Flutter Firebase Course","","","",""
"Code With Andrea","13/09/2019 21:00","13/09/2019 21:20","0.33","","","","","",""
"Code With Andrea","14/09/2019 07:20","14/09/2019 07:45","0.42","","Community engagement","","","",""
"Code With Andrea","16/09/2019 09:05","16/09/2019 11:00","1.92","","Flutter Firebase Course","","","",""
"Code With Andrea","16/09/2019 11:00","16/09/2019 12:30","1.5","","Flutter Firebase Course","","","",""
"Code With Andrea","16/09/2019 13:10","16/09/2019 15:25","2.25","","Flutter Firebase Course","","","",""
"Code With Andrea","16/09/2019 15:30","16/09/2019 16:55","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","16/09/2019 18:30","16/09/2019 21:30","3","","Community engagement","","","",""
"Code With Andrea","17/09/2019 08:50","17/09/2019 11:40","2.83","","Flutter Firebase Course","","","",""
"Code With Andrea","17/09/2019 11:40","17/09/2019 12:00","0.33","","Community engagement","","","",""
"Code With Andrea","17/09/2019 13:40","17/09/2019 15:35","1.92","","Flutter Firebase Course","","","",""
"Code With Andrea","17/09/2019 15:35","17/09/2019 16:05","0.5","","","","","",""
"Code With Andrea","17/09/2019 21:00","17/09/2019 22:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","18/09/2019 10:55","18/09/2019 11:45","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","18/09/2019 11:50","18/09/2019 12:10","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","18/09/2019 12:55","18/09/2019 14:45","1.83","","Flutter Firebase Course","","","",""
"Code With Andrea","18/09/2019 14:45","18/09/2019 16:30","1.75","","Flutter Firebase Course","","","",""
"Code With Andrea","19/09/2019 09:45","19/09/2019 10:50","1.08","","Promotion","","","",""
"Code With Andrea","19/09/2019 11:05","19/09/2019 12:00","0.92","","YouTube Production","","","",""
"Code With Andrea","19/09/2019 14:50","19/09/2019 15:20","0.5","","Community engagement","","","",""
"Code With Andrea","19/09/2019 15:20","19/09/2019 16:40","1.33","","YouTube Production","","","",""
"Code With Andrea","19/09/2019 17:05","19/09/2019 17:50","0.75","","Development","","","",""
"Code With Andrea","19/09/2019 21:00","19/09/2019 21:30","0.5","","Community engagement","","","",""
"Code With Andrea","20/09/2019 09:45","20/09/2019 10:00","0.25","","","","","",""
"Code With Andrea","20/09/2019 10:00","20/09/2019 11:20","1.33","","YouTube Production","","","",""
"Code With Andrea","20/09/2019 16:15","20/09/2019 17:00","0.75","","YouTube Production","","","",""
"Code With Andrea","21/09/2019 21:00","21/09/2019 21:30","0.5","","Community engagement","","","",""
"Code With Andrea","23/09/2019 09:00","23/09/2019 10:00","1","","YouTube Production","","","",""
"Code With Andrea","23/09/2019 10:00","23/09/2019 11:00","1","","YouTube Production","","","",""
"Code With Andrea","23/09/2019 11:25","23/09/2019 12:30","1.08","","Website / Setup","","","",""
"Code With Andrea","23/09/2019 15:00","23/09/2019 16:35","1.58","","YouTube Production","","","",""
"Code With Andrea","23/09/2019 16:45","23/09/2019 17:00","0.25","","Community engagement","","","",""
"Code With Andrea","23/09/2019 17:00","23/09/2019 17:45","0.75","","Website / Setup","","","",""
"Code With Andrea","24/09/2019 09:10","24/09/2019 11:20","2.17","","YouTube Production","","","",""
"Code With Andrea","24/09/2019 11:20","24/09/2019 12:05","0.75","","YouTube Production","","","",""
"Code With Andrea","24/09/2019 13:20","24/09/2019 13:55","0.58","","YouTube Production","","","",""
"Code With Andrea","24/09/2019 14:30","24/09/2019 14:45","0.25","","Community engagement","","","",""
"Code With Andrea","24/09/2019 15:45","24/09/2019 17:15","1.5","","Website / Setup","","","",""
"Code With Andrea","24/09/2019 21:00","24/09/2019 21:45","0.75","","Website / Setup","","","",""
"Code With Andrea","25/09/2019 09:05","25/09/2019 09:15","0.17","","","","","",""
"Code With Andrea","25/09/2019 09:15","25/09/2019 09:40","0.42","","Community engagement","","","",""
"Code With Andrea","25/09/2019 09:40","25/09/2019 10:40","1","","","","","",""
"Code With Andrea","25/09/2019 13:05","25/09/2019 16:05","3","","YouTube Production","","","",""
"Code With Andrea","26/09/2019 09:00","26/09/2019 09:35","0.58","","BizDev / Sponsors","","","",""
"Code With Andrea","26/09/2019 09:35","26/09/2019 12:45","3.17","","YouTube Production","","","",""
"Code With Andrea","26/09/2019 13:45","26/09/2019 15:10","1.42","","YouTube Production","","","",""
"Code With Andrea","26/09/2019 15:20","26/09/2019 16:00","0.67","","YouTube Production","","","",""
"Code With Andrea","26/09/2019 20:00","26/09/2019 20:40","0.67","","BizDev / Sponsors","","","",""
"Code With Andrea","26/09/2019 20:40","26/09/2019 20:50","0.17","","Community engagement","","","",""
"Code With Andrea","26/09/2019 21:00","26/09/2019 21:10","0.17","","BizDev / Sponsors","","","",""
"Code With Andrea","27/09/2019 09:00","27/09/2019 10:35","1.58","","YouTube Production","","","",""
"Code With Andrea","27/09/2019 10:40","27/09/2019 12:15","1.58","","YouTube Production","","","",""
"Code With Andrea","27/09/2019 13:00","27/09/2019 13:40","0.67","","YouTube Production","","","",""
"Code With Andrea","27/09/2019 13:40","27/09/2019 13:55","0.25","","YouTube Production","","","",""
"Code With Andrea","27/09/2019 15:00","27/09/2019 15:35","0.58","","Development","","","",""
"Code With Andrea","28/09/2019 13:50","28/09/2019 14:50","1","","Development","","","",""
"Code With Andrea","28/09/2019 16:00","28/09/2019 17:00","1","","Development","","","",""
"Code With Andrea","29/09/2019 13:00","29/09/2019 14:55","1.92","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 07:45","30/09/2019 08:35","0.83","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 08:35","30/09/2019 09:20","0.75","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 11:00","30/09/2019 11:50","0.83","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 14:25","30/09/2019 15:15","0.83","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 15:15","30/09/2019 16:45","1.5","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 17:20","30/09/2019 17:30","0.17","","YouTube Production","","","",""
"Code With Andrea","30/09/2019 21:00","30/09/2019 22:55","1.92","","YouTube Production","","","",""
"Code With Andrea","01/10/2019 10:55","01/10/2019 12:25","1.5","","Development","","","",""
"Code With Andrea","01/10/2019 14:00","01/10/2019 15:40","1.67","","YouTube Production","","","",""
"Code With Andrea","01/10/2019 15:40","01/10/2019 15:45","0.08","","Community engagement","","","",""
"Code With Andrea","01/10/2019 15:30","01/10/2019 17:30","2","","YouTube Production","","","",""
"Code With Andrea","01/10/2019 20:40","01/10/2019 21:35","0.92","","YouTube Production","","","",""
"Code With Andrea","02/10/2019 08:20","02/10/2019 09:30","1.17","","Blogging","","","",""
"Code With Andrea","02/10/2019 09:20","02/10/2019 11:15","1.92","","YouTube Production","","","",""
"Code With Andrea","02/10/2019 11:30","02/10/2019 11:50","0.33","","YouTube Production","","","",""
"Code With Andrea","02/10/2019 12:15","02/10/2019 12:40","0.42","","YouTube Production","","","",""
"Code With Andrea","02/10/2019 14:25","02/10/2019 16:05","1.67","","YouTube Production","","","",""
"Code With Andrea","02/10/2019 16:05","02/10/2019 16:30","0.42","","","","","",""
"Code With Andrea","03/10/2019 09:05","03/10/2019 10:35","1.5","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 10:35","03/10/2019 10:55","0.33","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 10:55","03/10/2019 12:35","1.67","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 13:25","03/10/2019 14:15","0.83","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 14:15","03/10/2019 14:40","0.42","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 14:40","03/10/2019 14:55","0.25","","YouTube Production","","","",""
"Code With Andrea","03/10/2019 21:05","03/10/2019 21:25","0.33","","Community engagement","","","",""
"Code With Andrea","04/10/2019 09:25","04/10/2019 12:45","3.33","","YouTube Production","","","",""
"Code With Andrea","04/10/2019 13:35","04/10/2019 14:00","0.42","","Community engagement","","","",""
"Code With Andrea","04/10/2019 18:00","04/10/2019 18:30","0.5","","Promotion","","","",""
"Code With Andrea","05/10/2019 13:00","05/10/2019 14:15","1.25","","Community engagement","","","",""
"Code With Andrea","06/10/2019 09:20","06/10/2019 09:50","0.5","","Community engagement","","","",""
"Code With Andrea","06/10/2019 17:00","06/10/2019 17:30","0.5","","Development","","","",""
"Code With Andrea","06/10/2019 21:00","06/10/2019 21:30","0.5","","Development","","","",""
"Code With Andrea","07/10/2019 09:05","07/10/2019 09:55","0.83","","YouTube Production","","","",""
"Code With Andrea","07/10/2019 09:55","07/10/2019 11:25","1.5","","Development","","","",""
"Code With Andrea","07/10/2019 14:15","07/10/2019 14:55","0.67","","Development","","","",""
"Code With Andrea","07/10/2019 14:55","07/10/2019 17:30","2.58","","Development","","","",""
"Code With Andrea","08/10/2019 09:10","08/10/2019 11:10","2","","Development","","","",""
"Code With Andrea","08/10/2019 14:15","08/10/2019 14:40","0.42","","Development","","","",""
"Code With Andrea","08/10/2019 15:10","08/10/2019 16:40","1.5","","YouTube Production","","","",""
"Code With Andrea","08/10/2019 16:55","08/10/2019 17:10","0.25","","Community engagement","","","",""
"Code With Andrea","09/10/2019 09:10","09/10/2019 09:45","0.58","","Analytics / Growth","","","",""
"Code With Andrea","09/10/2019 09:45","09/10/2019 11:30","1.75","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 11:30","09/10/2019 12:25","0.92","","","","","",""
"Code With Andrea","09/10/2019 13:20","09/10/2019 15:00","1.67","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 15:25","09/10/2019 16:15","0.83","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 16:15","09/10/2019 16:35","0.33","","Development","","","",""
"Code With Andrea","10/10/2019 09:00","10/10/2019 09:45","0.75","","Promotion","","","",""
"Code With Andrea","10/10/2019 09:45","10/10/2019 11:45","2","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 13:30","10/10/2019 15:30","2","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 15:45","10/10/2019 16:45","1","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 16:55","10/10/2019 17:05","0.17","","Community engagement","","","",""
"Code With Andrea","10/10/2019 21:00","10/10/2019 22:00","1","","Analytics / Growth","","","",""
"Code With Andrea","11/10/2019 09:00","11/10/2019 10:15","1.25","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 10:15","11/10/2019 11:25","1.17","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 11:35","11/10/2019 11:50","0.25","","Community engagement","","","",""
"Code With Andrea","11/10/2019 11:50","11/10/2019 12:25","0.58","","BizDev / Sponsors","","","",""
"Code With Andrea","11/10/2019 12:35","11/10/2019 12:55","0.33","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 15:55","11/10/2019 16:25","0.5","","Community engagement","","","",""
"Code With Andrea","11/10/2019 16:30","11/10/2019 17:15","0.75","","Analytics / Growth","","","",""
"Code With Andrea","12/10/2019 13:45","12/10/2019 15:15","1.5","","Analytics / Growth","","","",""
"Code With Andrea","13/10/2019 10:00","13/10/2019 10:35","0.58","","Community engagement","","","",""
"Code With Andrea","13/10/2019 16:30","13/10/2019 17:30","1","","Analytics / Growth","","","",""
"Code With Andrea","13/10/2019 19:55","13/10/2019 20:35","0.67","","","","","",""
"Code With Andrea","14/10/2019 08:45","14/10/2019 09:40","0.92","","YouTube Production","","","",""
"Code With Andrea","14/10/2019 11:15","14/10/2019 11:45","0.5","","Admin","","","",""
"Code With Andrea","14/10/2019 11:45","14/10/2019 12:15","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","14/10/2019 12:45","14/10/2019 14:00","1.25","","Flutter Firebase Course","","","",""
"Code With Andrea","14/10/2019 14:15","14/10/2019 14:25","0.17","","Flutter Firebase Course","","","",""
